question_id,question_type,question_text,difficulty,primary_tables,expected_output_rows,workflow_complexity,generation_model,generation_timestamp,reference_sql,function_sequence,expected_result_summary,success_criteria
67,sql,Which economic indicators consistently move together?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:32:17.643972,"SELECT 
    industry_code AS economic_indicator,
    AVG(gdp_value * unit_multiplier) AS average_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_code
HAVING 
    COUNT(DISTINCT year) = (SELECT COUNT(DISTINCT year) FROM industry_gdp)
ORDER BY 
    average_gdp DESC;",,0 rows expected,
68,function,How do inflation patterns correlate with government spending changes?,easy,query_budget_data,1,single,single_query,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,"Correct function selected for budget data query,Function arguments match question requirements,Query executes successfully"
69,sql,What relationships exist between unemployment and social services spending?,hard,budget_outlays,0,advanced,gpt-4o,2025-09-02T09:32:24.969564,"SELECT 
    b1.fiscal_year AS fiscal_year,
    SUM(CASE WHEN b1.function_name = 'Unemployment Compensation' THEN b1.outlay_amount ELSE 0 END) AS total_unemployment_spending,
    SUM(CASE WHEN b2.function_name = 'Social Services' THEN b2.outlay_amount ELSE 0 END) AS total_social_services_spending
FROM 
    budget_outlays b1
JOIN 
    budget_outlays b2 ON b1.fiscal_year = b2.fiscal_year
WHERE 
    b1.function_name = 'Unemployment Compensation' OR b2.function_name = 'Social Services'
GROUP BY 
    b1.fiscal_year
HAVING 
    total_unemployment_spending IS NOT NULL AND total_social_services_spending IS NOT NULL
ORDER BY 
    b1.fiscal_year;",,0 rows expected,
70,sql,Which industries show correlated growth patterns?,hard,"IndustryGrowth,IndustryGrowthRate,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:32:32.548200,"WITH IndustryGrowth AS (
    SELECT 
        industry_name, 
        year, 
        SUM(gdp_value) AS total_gdp
    FROM 
        industry_gdp
    WHERE 
        gdp_value IS NOT NULL
    GROUP BY 
        industry_name, year
),
IndustryGrowthRate AS (
    SELECT 
        ig1.industry_name,
        ig1.year,
        (ig1.total_gdp - COALESCE(ig2.total_gdp, 0)) / COALESCE(ig2.total_gdp, 1) AS growth_rate
    FROM 
        IndustryGrowth ig1
    LEFT JOIN 
        IndustryGrowth ig2 ON ig1.industry_name = ig2.industry_name AND ig1.year = ig2.year + 1
)
SELECT 
    ig1.industry_name AS industry1,
    ig2.industry_name AS industry2,
    COUNT(*) AS correlated_years
FROM 
    IndustryGrowthRate ig1
JOIN 
    IndustryGrowthRate ig2 ON ig1.year = ig2.year AND ig1.industry_name < ig2.industry_name
WHERE 
    ABS(ig1.growth_rate - ig2.growth_rate) < 0.05
GROUP BY 
    ig1.industry_name, ig2.industry_name
HAVING 
    COUNT(*) > 1
ORDER BY 
    correlated_years DESC
LIMIT 10;",,0 rows expected,
72,sql,What economic events correlate with spikes in specific spending categories?,hard,"budget_outlays,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:32:41.399718,"SELECT 
    bo.function_name AS spending_category,
    bo.fiscal_year AS year,
    SUM(bo.outlay_amount) AS total_spending,
    ig.industry_name AS correlated_industry,
    SUM(ig.gdp_value * ig.unit_multiplier) AS total_gdp
FROM 
    budget_outlays bo
JOIN 
    industry_gdp ig ON bo.fiscal_year = ig.year
WHERE 
    bo.outlay_amount IS NOT NULL
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    bo.function_name, bo.fiscal_year, ig.industry_name
HAVING 
    SUM(bo.outlay_amount) > 1000000 -- Example threshold for significant spending
ORDER BY 
    total_spending DESC, total_gdp DESC
LIMIT 10;",,0 rows expected,
73,sql,Which indicators show the most dramatic changes during crisis periods?,hard,time_series_data,0,advanced,gpt-4o,2025-09-02T09:32:46.789527,"SELECT 
    indicator_id,
    MAX(numeric_value) - MIN(numeric_value) AS change_in_value
FROM 
    time_series_data
WHERE 
    period_name IN ('2008', '2009', '2020') -- Assuming these are crisis periods
    AND numeric_value IS NOT NULL
GROUP BY 
    indicator_id
HAVING 
    COUNT(DISTINCT period_name) = 3 -- Ensure data is available for all crisis periods
ORDER BY 
    change_in_value DESC
LIMIT 10;",,0 rows expected,
74,function,How do unexpected economic events affect budget reallocation patterns?,easy,query_budget_data,1,single,single_query,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,"Correct function selected for budget data query,Function arguments match question requirements,Query executes successfully"
75,sql,Which spending categories are most resilient to economic disruptions?,hard,"budget_outlays,time_series_data",0,advanced,gpt-4o,2025-09-01T15:38:21.624877,"SELECT bo.function_name, SUM(bo.outlay_amount) AS total_outlays
FROM budget_outlays bo
JOIN time_series_data tsd ON tsd.category = 'GDP'
WHERE bo.outlay_amount IS NOT NULL
AND tsd.numeric_value IS NOT NULL
GROUP BY bo.function_name
HAVING SUM(bo.outlay_amount) > 0
ORDER BY total_outlays DESC
LIMIT 10;",,0 rows expected,
76,sql,Which budget functions show accelerating vs. decelerating growth patterns?,hard,budget_outlays,100,simple_query,gpt-4o,2025-09-01T15:38:23.488659,"SELECT 
    function_name,
    fiscal_year,
    outlay_amount,
    LAG(outlay_amount) OVER (PARTITION BY function_name ORDER BY fiscal_year) AS previous_outlay,
    (outlay_amount - LAG(outlay_amount) OVER (PARTITION BY function_name ORDER BY fiscal_year)) / LAG(outlay_amount) OVER (PARTITION BY function_name ORDER BY fiscal_year) AS growth_rate
FROM 
    budget_outlays
WHERE 
    outlay_amount IS NOT NULL
ORDER BY 
    function_name, fiscal_year;",,100 rows expected,
77,function,How do emerging industries appear in GDP contribution data over time?,easy,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""source"": ""BEA"", ""indicator_type"": ""GDP"", ""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""source"": ""BEA"", ""indicator_type"": ""GDP"", ""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
78,sql,Which economic indicators show compound growth effects?,hard,industry_gdp,0,advanced,gpt-4o,2025-09-02T09:33:05.101279,"SELECT 
    industry_name AS economic_indicator,
    year,
    SUM(gdp_value * POWER(10, unit_multiplier)) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
HAVING 
    COUNT(DISTINCT year) > 1
ORDER BY 
    industry_name, year;",,0 rows expected,
79,sql,What spending patterns indicate policy priority shifts over time?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:38:27.756287,"SELECT 
    function_name, 
    fiscal_year, 
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL
GROUP BY 
    function_name, fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year ASC, total_outlays DESC
LIMIT 20;",,20 rows expected,
80,function,How do different sectors show maturation vs. expansion patterns?,easy,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
83,sql,Which industries show clustered vs. distributed growth patterns?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:38:29.596950,"SELECT 
    function_name AS industry,
    COUNT(DISTINCT fiscal_year) AS years_count,
    SUM(outlay_amount) AS total_outlays,
    AVG(outlay_amount) AS avg_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL
GROUP BY 
    function_name
HAVING 
    years_count > 1
ORDER BY 
    years_count DESC, total_outlays DESC
LIMIT 20;",,20 rows expected,
84,sql,What spending patterns reflect demographic changes over time?,hard,budget_outlays,20,advanced,gpt-4o,2025-09-01T15:38:31.453588,"SELECT 
    function_name, 
    fiscal_year, 
    SUM(outlay_amount) AS total_outlays
FROM 
    budget_outlays
WHERE 
    function_name IS NOT NULL 
    AND fiscal_year IS NOT NULL 
    AND outlay_amount IS NOT NULL
GROUP BY 
    function_name, 
    fiscal_year
HAVING 
    SUM(outlay_amount) > 0
ORDER BY 
    fiscal_year ASC, 
    total_outlays DESC
LIMIT 20;",,20 rows expected,
85,function,How do different economic sectors respond to policy changes?,easy,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
86,sql,What economic factors might explain why healthcare spending grew 40% while education spending remained relatively flat over the past decade?,hard,"budget_outlays,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:33:30.741581,"SELECT 
    b.function_name AS sector,
    SUM(b.outlay_amount) AS total_spending,
    AVG(i.gdp_value) AS avg_gdp_value
FROM 
    budget_outlays b
JOIN 
    industry_gdp i ON b.fiscal_year = i.year
WHERE 
    b.function_name IN ('Health', 'Education')
    AND b.fiscal_year BETWEEN 2013 AND 2023
    AND b.superfunction = 'federal_outlays'
    AND b.outlay_amount IS NOT NULL
    AND i.gdp_value IS NOT NULL
GROUP BY 
    b.function_name
HAVING 
    SUM(CASE WHEN b.fiscal_year = 2023 THEN b.outlay_amount ELSE 0 END) >= 1.4 * SUM(CASE WHEN b.fiscal_year = 2013 THEN b.outlay_amount ELSE 0 END)
ORDER BY 
    total_spending DESC;",,0 rows expected,
87,sql,"How do unemployment rates, wage growth, and inflation collectively indicate economic health during different periods, and what do these patterns suggest about policy effectiveness?",hard,time_series_data,0,advanced,gpt-4o,2025-09-02T09:33:35.614794,"SELECT 
    tsd.year AS fiscal_year,
    AVG(CASE WHEN tsd.indicator_id = 'unemployment_rate' THEN tsd.numeric_value END) AS avg_unemployment_rate,
    AVG(CASE WHEN tsd.indicator_id = 'wage_growth' THEN tsd.numeric_value END) AS avg_wage_growth,
    AVG(CASE WHEN tsd.indicator_id = 'inflation_rate' THEN tsd.numeric_value END) AS avg_inflation_rate
FROM 
    time_series_data tsd
WHERE 
    tsd.indicator_id IN ('unemployment_rate', 'wage_growth', 'inflation_rate')
    AND tsd.numeric_value IS NOT NULL
GROUP BY 
    tsd.year
HAVING 
    COUNT(DISTINCT tsd.indicator_id) = 3
ORDER BY 
    tsd.year;",,0 rows expected,
88,sql,"Which government spending changes appear to respond primarily to economic conditions versus deliberate policy decisions, and how can we distinguish between these drivers?",hard,"budget_outlays,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:33:41.649714,"SELECT 
    bo.function_name AS government_function,
    bo.fiscal_year AS year,
    SUM(bo.outlay_amount) AS total_outlay_amount,
    AVG(ig.gdp_value) AS average_gdp_value
FROM 
    budget_outlays bo
JOIN 
    industry_gdp ig ON bo.fiscal_year = ig.year
WHERE 
    bo.outlay_amount IS NOT NULL
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    bo.function_name, bo.fiscal_year
HAVING 
    ABS(SUM(bo.outlay_amount) - AVG(ig.gdp_value)) > 10000
ORDER BY 
    year DESC, total_outlay_amount DESC
LIMIT 100;",,0 rows expected,
89,sql,"What relationship exists between industry GDP contributions and employment cost trends, and how do these relationships change during economic transitions?",hard,"industry_gdp,time_series_data",0,advanced,gpt-4o,2025-09-02T09:33:48.030727,"SELECT 
    tsd.year AS year,
    ig.industry_name AS industry_name,
    SUM(ig.gdp_value * ig.unit_multiplier) AS total_gdp_contribution,
    AVG(tsd.numeric_value * tsd.unit_multiplier) AS avg_employment_cost
FROM 
    time_series_data tsd
JOIN 
    industry_gdp ig ON tsd.year = ig.year
WHERE 
    tsd.indicator_id = 'bls_employment_cost_index' 
    AND tsd.numeric_value IS NOT NULL
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    tsd.year, ig.industry_name
HAVING 
    COUNT(DISTINCT tsd.series_id) > 1
ORDER BY 
    tsd.year, total_gdp_contribution DESC
LIMIT 100;",,0 rows expected,
91,sql,"Which spending categories show the strongest relationship with economic performance indicators, and what does this suggest about fiscal policy effectiveness?",hard,"budget_outlays,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:33:53.907863,"SELECT 
    bo.function_name AS spending_category,
    AVG(bo.outlay_amount) AS avg_outlay_amount,
    AVG(ig.gdp_value) AS avg_gdp_value,
    COUNT(*) AS data_points
FROM 
    budget_outlays bo
JOIN 
    industry_gdp ig ON bo.fiscal_year = ig.year
WHERE 
    bo.outlay_amount IS NOT NULL 
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    bo.function_name
HAVING 
    COUNT(*) > 1
ORDER BY 
    ABS(AVG(bo.outlay_amount) - AVG(ig.gdp_value)) DESC
LIMIT 10;",,0 rows expected,
92,function,"What factors explain why certain industries maintain stable GDP contributions while others show high volatility, and how do government policies influence these patterns?",easy,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""source"": ""BEA"", ""indicator_type"": ""GDP"", ""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""source"": ""BEA"", ""indicator_type"": ""GDP"", ""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
93,sql,"How do changes in federal spending priorities correlate with economic outcomes, and which spending reallocations show the strongest measurable impacts?",hard,"budget_outlays,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:34:00.915729,"SELECT 
    bo.function_name AS spending_category,
    bo.fiscal_year AS year,
    SUM(bo.outlay_amount) AS total_spending,
    ig.industry_name AS industry,
    SUM(ig.gdp_value * ig.unit_multiplier) AS total_gdp
FROM 
    budget_outlays bo
JOIN 
    industry_gdp ig ON bo.fiscal_year = ig.year
WHERE 
    bo.outlay_amount IS NOT NULL 
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    bo.function_name, bo.fiscal_year, ig.industry_name
HAVING 
    COUNT(DISTINCT ig.industry_code) > 1
ORDER BY 
    year DESC, total_spending DESC, total_gdp DESC
LIMIT 100;",,0 rows expected,
94,sql,"What economic conditions and policy decisions explain the divergent trends between wage growth in different sectors, and how sustainable are these trends?",medium,industry_gdp,0,aggregation,gpt-4o,2025-09-02T09:34:06.260895,"SELECT 
    industry_name AS sector,
    year,
    SUM(gdp_value * unit_multiplier) AS total_gdp
FROM 
    industry_gdp
WHERE 
    gdp_value IS NOT NULL
GROUP BY 
    industry_name, year
ORDER BY 
    year DESC, total_gdp DESC;",,0 rows expected,
95,sql,"Based on historical patterns, which economic indicators best predict significant changes in government spending priorities, and what current patterns suggest future shifts?",hard,"budget_outlays,industry_gdp",0,advanced,gpt-4o,2025-09-02T09:34:15.190735,"SELECT 
    bo.fiscal_year AS year,
    bo.function_name AS government_function,
    SUM(bo.outlay_amount) AS total_outlay,
    ig.industry_name AS industry,
    AVG(ig.gdp_value) AS average_gdp
FROM 
    budget_outlays bo
JOIN 
    industry_gdp ig ON bo.fiscal_year = ig.year
WHERE 
    bo.outlay_amount IS NOT NULL
    AND ig.gdp_value IS NOT NULL
GROUP BY 
    bo.fiscal_year, bo.function_name, ig.industry_name
HAVING 
    SUM(bo.outlay_amount) > 1000000
ORDER BY 
    bo.fiscal_year DESC, total_outlay DESC
LIMIT 10;",,0 rows expected,
